Content,Answer
政治大佬強力扶植一個弱勢新秀 原本就是居心不良,0
狗在叫,0
"政商勾结, 12亿去了那里？",0
 @何海燕  這質詢跟市政有關?,0
不務正業的議員，不思在民生上多替百姓發言，謀福利！何謂民代？就是替人民代言，不是替總統代言，巴結奉承上意到如此，令人做嘔！,0
背誦毛語錄！？,1
"""我常跟行家講，林董是我的偶像，工程搶過來不必自己做，十億先拿掉五億，接下來發包，兩轉三轉，四五六七八轉，你不賺錢想辦法偷工減料，再下來跟市政府勾結，追加三五億預算，這個工程下來，我看你起碼拿掉七億，你分給我們這麼一點點的錢，要我們蓋得好，你還有良心啊?!"" 現在正在演黑金二嗎?",1
敢於門政！她有她要求，你有你拒絕，大家都無錯！,0
 @海賊王草帽小子  如你所願呀～,0
這句我很熟悉，韓粉也很愛說你越黑我越挺哈哈哈,0
現代人對聲線要求這麼低 🙄郭小霖 👈普通話/國語的去聽聽 什麼才是有特色 👉音色,0
質詢場面跟蘇貞昌與鄭麗文吵架一樣難看,0
不可能的，YouTube是美国平台她管不到，除非建墙,0
"爛,減輸賠",1
~喵 白色乾淨?那民眾黨滴經費哪來滴 按柯文哲每個月薪水 應該不夠吧到底有多少意思一下 請網友們繼續看下去~喵 以上純屬朕推測,0
 @MING YI Hsiao  他主要是在講抄襲洗學歷這件事。對於認真學習的人他沒有歧視的意思。用字不精確他事後也道歉了，民進黨還在那邊窮追猛打。,0
完全沒有吳的新聞，ㄧ直都是王的新聞，感覺跟高虹安那時ㄧ樣，最後幫王打高選票了,0
被恐嚇！？這女人真邪惡⋯⋯,1
能超越國民黨的爛黨 唯有民眾黨,1
毛语录過去式，習語錄進行式。習語錄考試會考，請熟背。,1
小智你完了 ! 政績就是蓋個可以打棒球的公園 ???? 芭比Q了 !,0
~喵 尼忘記了嗎？他只知道道歉 其他不管 也會用後即丟~喵,0
意圖讓球員提早退休的球場,1
 @KE NTI  ~喵 如果高罪證確鑿 還會選一次 或沈遞補 然後選委會再跟檳榔黨以擾亂選舉秩序開罰單 ~喵,1
 @processer  承認?我上面哪句話講了?見鬼?塔綠班只會嘴砲我看多了,1
一通 帶賽 毀 整黨 😊😅🤣😂,1
檢調不用查看看12億都怎花掉的嗎？難到台灣人也要被自己人割韭菜？,0
小小的一個 台北市議員 竟然敢這樣 公開叫囂 嗆市長 難道這個執政黨 全力大道 可以主宰 任何人的 行動思想 真是君子與小人,1
12/25是耶誕節 也是膨風安立院保護傘失效的日子 臺灣人民都在期待這精彩一天的到來！👍👍👍,1
簡書培應事前找好綠衛兵，準備好寫有牛鬼蛇神的高帽子，當柯P回答不出來時，立即一擁而上將其反綁戴上高帽，不然學紅衛兵學一半真的很落漆。,1
民進黨硬要作弊也要贏,0
黑金黨中共國民黨的黒金政治，法院認證的多如牛毛，屏東鄭太吉，雲林張家，臺中顏家，國民黨的各縣市議會的議長，都是司法單位認證，判過刑，是全世界公認的黒金政黨，民進黨的政治標榜清廉自持，只是一個有黒道背景的人，就被紅媒斷章取義，實在令人驚訝,1
簡輸配他可以每天在蔡英文面前講這個四個堅持你憑什麼叫別人來來唸四個堅持在總統面前你好好的大聲唸這樣你就可以升官了嗎不是嗎？看到這樣的市議員根本沒有為人民好好服務只有一天到晚對著市長作秀真的可恥啊,1
的日子 youtubebu.com/watch?v=InnbNO9UTTk 新竹市長和宜蘭縣長一定會重選，安 妙就在土城當,1
充滿台灣價值的綠衛兵 長見識了 所以，終身不再投綠營任何的票了,1
 @Kevin Chen  最少人家退選了。😏 我覺得柯文哲跟黃珊珊認定的沈慧虹比較正常一點喔～🤣 不然韓國魚正支持那個也比BB安好。🤣,1
奇怪這個新聞已經炒這麽久了，堅查院怎麽都還沒動作，放暑假？,0
不要罷免，下次選舉，不會當選，若罷免，事情一堆，誰對誰錯，社會動盪,0
凹紅骯,0
 @劭  公布阿 我看他們到底貪了多少,0
塔綠班很會妄想,1
誰打高紅安我就支持誰😁😁😁 有人打擊高紅安用力越大我越支持🤣🤣🤣,0
竹南不是苗栗的嗎...,0
"那個女塔綠班姚惠珍怎不出來說嘴啊!當初挺林智堅挺到那麼激烈,現怎不出來說話啊！什麼政績好論文不重要!現在呢!台灣今天搞得這麼衰敗!這些男女搭綠班要負最大責任!",1
 @Sun  還有遇到3級地震天花板就掉下來的運動中心，聽說也花了不少錢呢,0
爆料，物以類聚嘛！ 覺得黃暐翰最可惜。,0
這個就是兩個字 傲慢 把選民當塑膠 非民進黨不投 選民會讓你們知道 你們選的不會太好過,0
現在要海角12億了嗎？,0
我家的亡狗在生前有個壞習慣，會在我們前面咬人邀功,0
就像卡神楊蕙如,0
 @KE NTI  我是新竹市民真悲哀 我是投沈慧虹。,0
 @老胡wbz93  同意，吳董都賠錢耶！感覺他真的算有良心媒體人。董事長開講都賠錢也硬做下去，因很多人包括我就是吳董粉絲。,0
有人是反别人獨裁以便自己獨裁。學得徹底。,0
 @Zaza Pallu  你是哪一省的 ?,0
阿伯記憶那麼差，怎可能一字一句都不漏唸出來。不要為難人家了,0
劉寶傑說 38 歲高鼻孔是小妹妹，笑出來！,1
1450幫忙吧 最近都沒有聽到你們發聲,1
簡舒培👎👎,0
頭殼壞掉嗎?,0
有聽到柯市長講，台灣是個獨立自由的國家嗎？,0
主持人真差,0
苗栗的債，新竹縣市背了？,0
下架簡七段,1
因為知道他是草包為握有他的弱點 好操控， 論文的事情 會不會是老柯丟出來的呢？,1
簡這樣不會為她加分多少的 哦不對 不對反正顏色對了 什麼都是對的啦,0
被綠衛兵屈辱了,1
"國家認同,不是蔡英文說了算 市議員沒做好自己的角色 丟臉~對不起人民的納稅錢",0
"不對哦。難道人民沒資格知道柯p對中國的態度嗎？路線會影響政策,就像是馬英九在who簽密約。中華民國參加要中華人民共和國同意",0
誇張,0
直銷東電子作票森,0
搞到林哲瑄要休整季，你不知道富邦戰績很爛麻....,0
"現在許多基層員工,白天辛勤工作,是為了養家餬口,晚上帶著疲憊的身軀,前往學校努力學習新知識, 請問讀夜間部有這麼不堪嗎?",0
照妖鏡～～2022全面下台吧,0
 @路 平  看來你還是不了解柯文哲跟高虹安。🤦‍♀️ 人家第一時間就在媒體上切割了，說他沒打電話給吳子嘉，是打給黃偉瀚。😂 所以為什麼吳子嘉昨天要把黃偉瀚扯出來。🤭 真是好大一出戲啊！🤣 也不知道黃偉瀚要保誰。🤣 更不知道黃珊珊會保誰。😏,0
高虹安言行及心態可議，關鍵時刻似乎坦護她。她是小妹妹？？？？會不會太噁心了！！！,0
支持下架恰查某的議員，讓她回家顧小孩，避免成為失職的母親。,0
蔡女皇語錄陸續增加中，臺灣國民務必日夜背誦，簡舒培議員時時抽考，不會背的要道歉自罰。,1
你們看到這些缺失其實是林智堅的原創，因為怕再被抄襲當然要與眾不同避免被抄襲,0
🤣🤣🤣🤣真的輸急了,0
 @Wenkai Xiao  有號召啊你搞笑喔,0
表演過頭，下屆換人..,0
林哲瑄受傷恐動刀 林智堅道歉並願負擔醫療費。 希望新北那位「全部我扛」的市長、也能學學林智堅，1道歉2負責3賠償 不要硬凹還要消防局演戲欺騙造假、再告吹哨者￼,0
一看就知道，官商勾X，12億，大家猜猜看有多少真的是用在棒球場呢🥱,0
我覺得之前金字塔、百慕達那些也很好看 不知為啥不繼續做,0
 @左手敦  倒是！我們就吃這種激動，沒有寶傑看関鍵少了很多滋味！,0
納稅的錢，都拿去亂用了。,0
 @Kevin Chen  發表論文4年後還能修改 瞎了嗎,0
我每天聽講堅持我就知道了講一就好了還是一直重負聽膩了聽累了難怪柯市長生氣,0
民進黨有這議員，快找下一屆候選人,0
 @Wenkai Xiao 屁孩?笑死，我說民調看看就好，二黨的都一樣，我指名天下雜誌泥? 看事看一半，啊也難怪啦，不然你這種人怎麼會信民調，想想也很正常啦,0
希望市政府 拿出改建12億花費 詳細明細 來告你吃相難看,0
米奇~林😂指南五星級球場 錢沾計畫3.5億變12億越沾越大,1
"為了搞政治可以做這樣的攻擊… 欸,… 毫無疑問政治服務的質詢 能不能學學呱吉努力一點啊",0
應該把林X堅 柯X銘這對師徒抓進去關,1
桃園,0
又一個綠衛兵隊長！這種台灣價值是没有價值，也不配領納稅人的辛苦錢！,1
怎麼又是黃暐瀚~這段跳過不看了~,0
真正需要下架的議員,0
我本來以為這part是在打選戰，結果發現這part是在騙人進場買房，為新竹疲軟的房地產做宣傳配合建商下套…,0
再給12億就可以改善了 請大家給小智一個機會,0
建商想工程要怎麼做，反正自己的在做市長，亂作囉,0
12億球場重生兩天就掰了！😀 棒球場變成屠宰場.即刻折損4位球員.聯盟拒絕“小智天堂路”…當下延賽.8月換場地😉恭喜小智 留名青史 🤑,0
不要侮辱潑婦，還比她有水準,0
議員很大哦，不問市政問國政，自己都搞不清 自己是什麼咖洨~,0
蔡主席的四個堅持一字一句給我念，敢不念就要道歉，哇，簡舒培議員你太霸氣太了不起了，有民進黨特色的鴨霸式民主，世界怎麼跟得上台灣，民進黨之光。,1
這個女議員很差勁,0
很多民進黨政客就是這樣，包裝的很好，充滿正能量又很會講城市願景，文青語言，但是做實事做的一塌糊塗。,0
六都沒意外台南，高雄是民進黨台北，台北市，台中是國民黨，新竹民眾黨,0
假的,0
應該把蔡主席的四個堅持跟蔡思想納入國民教育課綱，教導人民正確的思想。,1
選舉一定要碰風的🤣🤣🤣🤣,0
第一季叫火药味不恰当。第一季最有浪姐精神。 youtubeei.com/watch?v=s9EgqHMXhnb 當全部隊長還在想時，心凌已有想要的人。快＋準就成功拉到理想的隊員。,0
寄生虫有可能千方百計的漂白 ！ 😁😁😁,0
 @黃峰  針對這點我來說明，根據高他開的完整記者會直播內容，在一年前辛辛那提大學就收到超過百起匿名檢舉，因為是匿名檢舉，學校沒辦法受理，但因為檢舉次數太多，所以學校有去審查高的論文，發現被檢舉的部分符合學校的規範，原因如下： 1、高使用的部分僅佔全部論文的6%(辛辛那提大學給予高的信件中有表明) 2、高未引註的部分是她作為第一作者的研究報告 3、論文完成後即建檔在辛辛那提大學的資料庫內，高沒有權限可以修改，只有學校才有，但因為高被匿名檢舉太多次，所以學校請高提供未引註部分的資料，學校幫她加註 所以問題回到根本，高的論文算抄襲嗎? 你要說未引註就算抄，我覺得ok，但至少在我來看，她的論文跟林智堅的情況不一樣，林智堅的中華大學論文是他參與的研究報告中他是第四作者，工作分配為發放問券，換句話說，那份報告根本不是他寫的，怎麼能算自我抄襲 ? 所以綜合客觀的證據來說，我並不覺得高的論文有問題 至於張善政、許淑華的研究報告跟論文有沒有抄，依目前的證據來看，我認為有，我並不是無腦反綠或單純挺藍白 以上，希望有幫助到你，當然你要繼續堅持黨的意見，那我也沒關係，畢竟這是自由國家，你的意見就算跟我不同，那也是你的自由,0
粗製爛造示範版！危險區,0
就是因為新竹油水很多，絕對不能讓民進黨繼續執政，政黨輪替才能讓政治清明。,0
 @Steven Lee  台北那搞了10幾年的蛋大不大？,0
資策會發言人曹元良表示：「如果是純學術引用的話，沒有授權問題」。2022/09/20,0
直接抬下去吧⋯⋯想吃什麼吃什麼吧,0
咄咄逼人,0
 @Master Goldenfish 這個東西跟憨粉有關嗎？總機出來以後怎麼1450什麼都跟憨粉扯上關係XD,1
伶牙俐齒....又趾高氣昂的態度...最會抄襲的學霸......😅😅 ....又偷改.....在加上傲慢的行事風格.......假博士 高小姐....妳好,1
董事長為了舉辦那場活動花了300萬欸，寶傑哥今天你應該喊三次啊：董事長你有那麼多錢！🤣🤣🤣,0
他是民進黨發言人，錯把議員質詢場當自己秀場，與綠媒一條龍作業！！！,0
胡志強有沒有下台！,0
又在演戲,0
這噁心女太會耍手段了 老演什麼被跟蹤 被恐嚇的爛戲碼 吳怡農 太年輕了 不要什麼議題都要被這噁心女帶著走！,1
梁家輝的台詞...🤣🤣🤣,0
這節目就是 ，綠選輸後，繼續檢討藍白,0
是習語錄~~ 不要背錯了 小心被消失餒~~~,0
獨裁民主，哈哈🤣🤣🤣🤣🤣,0
這些缺失都可以做成梗圖。民進黨執政結果→掉漆圖；民進黨執政團隊→生鏽圖；民進黨婦女安全→廁所圖；民進黨施工道路品質→草地碎石圖；民進黨對人民態度→面壁思過圖（去跟老闆說、你們要自立自強、人民鬆卸了、在那邊叫什麼叫）。😙😙😙,1
再忍1陣子，這次可能去吃牢飯🤣,0
政壇張淑晶,0
好笑的事 新竹市長沒到場 前任市長到場🤣 新竹市沒大人了嗎？ 這款欸還想選桃園市長 季冠軍樂天桃猿要小心了 總冠軍球員全掛彩 中信兄弟要二連霸了,0
我們不要輸,0
本集重點 這邊幫你們找到🤣13:50,0
政績變政蹟,0
檢調趕快查啊， 難得綠色執政不查嗎？ 全國都在看檢調會不會查所謂限制性招標！ 各位覺得會查嗎？,0
人們就傻瓜~被玩弄,0
吓得我赶快把毛语录翻出来复习了下，说不定哪天被抽查。,1
這女的的家人知道你收錢當看門口吠人嗎？,0
洲際全新10億,0
都是They的錯，猜猜塔~綠~班班的說法 1、講大巨蛋、桃棒，柯、朱更差拉 2、味全沒有好好維護，怪魏家拉 3、分享Peter Lee的文章，是你們不懂建設拉 4、一半經費都蓋停車場(只能停機車)，都負責改善了(正副市長都烙跑)，在那叫什麼。,1
加1,0
就是支持周玉蔻 所以支持 沈慧紅 🙂🙂,1
300萬一場活動很便宜啦 你問問民進黨那些 只少多一個零,0
天母棒球場8000萬改建。新莊棒球場1.2億改建。新竹12億 …. 沒比較 沒傷害 花12億改建 不如拆掉重蓋 還比較划算,0
有柯P 臺北有福,0
投她的選民：減，輸到賠了台灣了。(台語),1
這就是民進黨籍議員的水準•真令人儍眼，真丟臉,0
 @草民  貪污五星级呀！,0
賺很大,0
高虹安很像南韩的三星，自傲，吹牛一流!!!,0
 @Isabelle Hu  是綠衛兵,1
版主有讀書喔。👍🏻👍🏻👍🏻👍🏻😂😂😂,0
紅衛兵叫人唸秏語錄的fu~,1
為啥不是菜ee自己下場封測??,0
我想请问那位台北市议员是否有资格做议员哑？,0
睜眼說瞎話,0
林帥哥北上爭取經費都是億 來億去，球場就那麼空間，追加的比原始的多快三倍，新竹真行，新竹會紅，這些口號不是浪得虛名。,0
聽說某人怕查12億棒球場，所以現在傾全部力量來攻擊。,0
尖嘴安冷處理她就會自爆，這女人最大能耐就是尖酸刻薄，搬弄是非，其餘的就沒啦！ 標準的成事不足，敗事有餘。,1
"高唱塔綠班三人組的是 : 朱學恆 高虹安 黃暐瀚 , 所以黃暐瀚每上節目必評竹市選情 , 甚少評論其他地區選情 , 自家人挺自家人就不足為怪 了 !",1
高虹安的助理選前就爆料給四叉貓相關證據，四叉貓上節目把證據攤開賺一堆通告費還請助理去喝酒，虹衛兵醒醒好嗎？,1
 @Wenkai Xiao  怎麼看都中國陽信銀行何志偉更紅 偏偏綠衛兵沒卵葩批鬥，只能當睜眼瞎子，雙標得好笑。🤣🤣,1
 @小姐 許  吳董比較像造王者的腳色定位，也許他也希望替台灣找到最合適的執政者。,0
被三民自洗腦了吧 好好看原始全文意思,0
的確柯如吳老頭說的是沒用的人 ，看民調和北市民反應就知道,0
一個是5年21次消防安檢均合格，一個是拿不出消防安檢紀錄，這樣還能說反正胡自強也沒下臺啊！,0
王大嬸真會裝啊!誰敢惹妳啊!,0
這會議在搞什麼？以為這裡是中共區嗎？要怎麼支持下去！,0
林智堅千萬別棄選呀！這種奇才真的百年難得一見！,0
聽她平常的評論，本來就是一個不聰明的女人,0
黨媒在報導.小綠共,1
投高虹安的新竹選民把台灣人的臉都丟盡了，台灣人的道德品德怎麼這麼敗壞。,1
在那叫什麼？還有媒體敢詆毀民進黨唷？,0
我的天，門還會裝錯，那位裝門的天才，是去哪找到的！！,0
羹剩菜、邊角料。,0
這麼多留言來帶風向打高虹安 真有趣，看來綠軍緊張了呀，執政了真的預算不少 我們政府好有錢 加油！,0
因為有太多黑箱了，所以不能丟,0
 @何海燕  綠衛兵動起來，小綠書印起來~~ 還有，4個煎匙，妳背了沒？？🤣🤣,1
"新竹絕對不能讓柯建銘得逞, 高虹安加油!!!",0
正皓講這樣，好像有在暗指柯總召將做什麼不法之事，這樣不好吧,0
 @邱宗賢  韓國瑜準備出發幫林耕仁助選掃街,0
新竹棒球場扶手跟階梯那不是生鏽，那種鋼材在羅東文化工場和冬山河生態綠州都有，自己google圖片就找的到了,0
簡舒培真的不喜歡,0
原來 你 喜 歡 牛蛙 安,1
 @Theresa CIOU  ~喵 大半會健忘~喵,0
確定？ 到時再說是 有人不想讓台灣棒球發展 是誰不能講 機密 就好了呀 你覺得台灣人不會信？,0
"簡舒培說:柯醫師,我是病人, 我神經病又發作了, 你的治療一下我。",1
最簡單的教你:堅持打高端,0
主持人，讚！,0
助理趕快轉污點證人，反正高虹安沒有要帶你們去新竹市府任職,0
你出12億，我票投林！！沒有就別講淦話,0
以後犯罪背出這四個堅持就減半,0
 @習大大  韓國瑜準備出發幫林耕仁助選掃街,0
請問這裡人都住新竹市嗎?你邏輯有問題...,0
 @James Huang  不過，剛好抓去關八個月了。,0
政府？症腐？,1
比大陸還扯,0
你果然是周董的粉絲~,0
塔綠班的素質不意外,1
 @Wenkai Xiao  倒數第一，人家講你就信，那我講民進黨第1名，啊你怎麼不信? 最終民調還是因人設事麻，不是嗎?所以我沒講錯，哪一家民調都一樣，看看就好，人民有沒有感，大家自己會看。,0
12/25見真章全台第一組的檢調加油喔！,0
你們都誤會市長了，其實他是要蓋陸戰隊的天堂路😆😆😆,0
台灣人太善良太好騙。,0
 @許夢軒  你有想法先回我，我有想法就回你，我邏輯哪錯？,0
第一審有罪 那中央不就要派代理市長 😆😆😆,0
沒聽過封測嗎? 高端用死忠封測，棒球場用球員封測有錯嗎? ♥,1
國小營養午餐應該要國家付,0
為惡者天理不容！發言人該約談惩辨。,0
 @姜傑克  要不尼也去試試看，笑尼不敢，翻牆的就知打嘴砲。,0
這球場太扯了！,0
台灣發包公共工程要改，承包廠商不得轉包，可分配工作，品質差承包廠商重蓋或賠錢，否則豆腐渣工程一再重演。。。。 檢調單位，要查清下游承造商財務收入，和計後扣除承包商工程費，全部充公重作。 如果,0
藍白：希望智堅兄弟能撐到1126,0
到現在還在ㄠ。,0
12億能改建成這樣，真的是天才中的天才.......,0
 @陳明昌  他是🇨🇳敵人 你主子把它當作一家親 他是友🇯🇵🇺🇸🇬🇧🇬🇸,0
新竹棒球場花12億才1萬個座位，洲際棒球場10億有2萬個座位，新竹門票要賣多貴才能回本啊⋯⋯面壁思過！,0
又來一個魯的議員…傻啦，原本對她印象還可，這下破功！ 哈哈哈,0
為什麼都沒有人追究了,0
這「顆屁」已過氣了，何需浪費時間幫他曝光。,1
貴節目終於良心發現了,0
懷疑有嚴重的偷工減料,0
吳子嘉跟「泌尿柯」討到訴訟費沒？ 否則被關5年，寶傑就沒歌唱了！,1
你們都錯了，新竹市太小了，只有那些做半導體會去住或買房。實際上桃園市才有錢，在過三年桃園市捷運就有三條線完成了，加上機場在桃園市，華亞科學園區都很成熟了全國稅收桃園市都是領先者，藝文特區也快成熟了，不是新竹比的上的。我不是在比較，而是事實發展，離台北又近，中央大學默默耕耘，不輸清交大學的。竹北馬路又小。當然在竹科上班才會在新竹買房。另外台中七期非常漂亮，加上未來原水南機場再發展，也不是新竹比的過的，台中已有國際化都市結構了。高雄這幾年很快成為榮景的國際都市了。新竹老實說都市小馬路小，加上台灣人口有限。只會往新北桃園台中高雄為主。,0
这个吴子嘉是哪面的人，民进党和国民党都在骂,0
如果周跟吳選舉，非選不可，應該都會選吳，因為周瘋起來沒人受的了。,0
是8800億啦！防疫才是8400億…不過全都消失了？,0
公園堅露餡...應該說本來就沒餡..我新竹人以這棒球場為恥,1
臺灣選舉真好玩。,0
一肩扛起林智堅 一肩報銷林哲瑄,0
球團只是經營權，修繕是市府的事,0
這種中共文革式的民代，不下架留著幹嗎？,0
白色前科黨想洗白 早點睡吧😂,0
抄跑堅證明了一件事：12億不夠，要120億啊！,1
民進黨就是強迫別人要接受他的想法，但嘴裡說著民主自由，笑死…,0
期待高一直硬下去~~~face-blue-smilingface-blue-smilingface-blue-smiling,0
原來文化大學畢比台大教授了不起，真是好棒棒，文大翻轉了YA，真的不敢再投民進黨了，綠衛軍復活了,1
新竹的人有臉嗎？,0
大力一點，不用客氣，巴醒他。,0
拜託桃園人讓林智堅當選XDDD 桃園太無聊了,0
搞笑5星市長。,0
柯文哲為什麼要為了那四個廢話道歉??,0
資策會為什麼要改口？上禮拜他們發言人是怎麼說的？,0
那個生鏽的樓梯，在新竹其他地方都有用,0
可以把她的光榮推銷全世界任何一個角落，無以倫比啊！,0
文革批斗,0
唸書就已經偷雞摸狗，就不用奢望施政品質了。再加上一直說謊，也不用期待他會扛什麼責任了,0
智堅表示青埔棒球場的改善工程我看到了！,0
蛋黃應該是東區和竹北。這些名嘴真的是一知半解就敢大放厥詞😅,0
內行的，這三百真的是吳子嘉自掏腰包嗎？ 🤔🤔🤔看看直播時候突然出現的管理者都是從來沒見過什麼比特王的小編們，看看比特王這個頻道完全就是韓粉頻道，看看本來笑韓導是草包，星期日突然轉變口風說韓導是他兄弟的吳子嘉，看看朱學恒突然不演中立直接無腦硬吹台北蔣萬安，新竹高虹安…巧合嗎？ 繼續看下去🤔🤔,1
為她感到可憐，把自己搞成這樣卻不自知。,0
人民的納稅錢是這樣花？大家用選票作聰明的選擇,0
這人任內肯定亂七八糟的事一堆，怎就沒有人去追？去查？,0
超級丟臉的議員!!! 一直一直要別人唸語錄的概念? 是走甚麼共產黨專制嗎? 可以不要浪費人民納稅錢!! 可以不要一天到晚在搞意識形態嗎?,1
台灣的民意代表是這種水準，非常符合共產黨的口味，台灣民主堪慮了。,0
別亂說 大安區、文山區 這2區可是台灣菁英區。,0
說得貼切。,0
看起來花不到3億吧 ，花12億你們信？,0
 @Wenkai Xiao  像你這種人就是太多，所以塔綠斑會一直肆無忌憚，就是太好帶風向， 就我來講，我三立，民視、中天，中視都有看 不會只會看三民治，看到後面你就會發現一件事， 「有人錯，也可以講成對的」 「有人對，也可以講成十惡不赦」 太明顯，所以，人要有判斷力跟自制力很重要，不然你不過是政黨割韭菜的炮灰而已,0
 @ytfuk didodo  無堅不摧,0
國民黨不倒台灣不會好~,0
果真是潑婦罵街 民進黨這些人有夠囂張 下次選舉必然付出代價,0
跟共產黨一樣,0
球場「尚未驗收完成 」仍不可正式比賽,0
"台電,防疫,交通建設不知道貪了幾百億",0
尼看過了喔，被白老虎佔了？,0
 @齊彥  看來數位發展部已經開工了,0
王一元的劇本又換了,0
不會，沒有民眾黨的份。,0
不作死不會死！,0
簡七段重出江湖啦！,1
1.5博士論文先拿出來聞香，阿扁拜託的。再來打高虹安！,0
有人會搞定司法啦!你不信嗎,0
 @SpringRoll Wang  學紅衛兵真本領,1
真的是很難得,0
女廁的門鎖在外面 是要歡迎大家來開門觀賞嗎?🤣🤣🤣,0
🤔新竹當然是最富的地方啦！ 房價五六年前是什麼樣子，現在又是什麼樣子，沒事，房價漲了80%而已，沒事的啦！房地產才是護國神山啦！這是誰造成的，藍綠兩黨😏,0
 @那個人  目前有先例嗎？,0
應該罷免簡舒培,0
12E棒球場~就夠大了！,0
"這跟認同有什麼關係,亂七八糟",0
前副市長您請注意之前對新竹市，沒有建案。我身殘障人士為市民不明白會造成對您產生很可怕的事如下： 有「重度殘帳卡」以前的在［同一天在再看各種不同的門診只需繳50元即可得領藥］現在是「各科的門診」時卻是都要在再繳50元，這裡的分別是政府在說什麼（醫療德政）嗎？ 及要申請殘障人士的補助也被社會科視為一種乞丐，在再以不是理由拒絕，當我們也因此很認真的，是否將我們一群殘障人士要將票投給您嗎？111/10/08,0
簡議員要求市長把總統的廢話重講一次，對曰：為啥要重復廢話! 柯P高IQ,0
哈哈哈，簡舒培結束了!,0
我覺得王鴻薇很像小孩，又哭又鬧的😕,0
12億都是你我的繳稅錢,0
這12億的天堂路，的確是原創啊。 我挺林小堅。,0
低級綠 高級黑,0
新竹有中美兵家必爭之地的半導體 為國安的心臟,0
進場不是要門票嗎...還有線上觀眾捐款,0
可憐的紅桿藍,0
這個不只被告，很有可能要被關，因為很明顯挺高，意圖使民進黨候選人不當選，選罷法比較重,0
好棒棒喔!,0
乾，權力的傲慢！,0
"意圖使人不當選(公訴罪)罪名成立, 1.無法和解2.不得易科罰金。",0
這球場正所謂世界怎麼跟得上台灣，球員不要太不滿，請自主應變，球員會受傷，應該是太鬆懈了，媒體粗暴言論duck不必，誰在問就是居心叵測！,0
電從那裡來？,0
對於簡單而不務正業的問政真是讓人汗顏。,0
如果柯文哲真的清廉，這就是說明鍾東景就是不是黑道了,0
簡紅衛兵，塔綠班搖尾巴向主人邀功，這是怎麼選出來的,1
 @陳小哲  统一不就行了吗？ 这样大家一起都是中国人，然后好好过日子就可以了。,0
"那個北七做的,椅子前面是牆哈哈",0
 @何海燕  所以跟你們不同意見就是不對嗎？ 還玻璃心！,0
得意過頭了吧 簡犯了一個大錯 送給民眾黨跟柯一個大義名份反蔡,0
寶傑終於作了個有良心的節目,0
貪食蛇,0
我對於過去不好好讀書放蕩過日子，我 反省了。,0
台灣喬王 老柯（建銘）出手一定不簡單！狠狠狠,0
這麼重要的地方，郭台銘和柯文哲太紅色，是背後的兩個老闆，所以高自然不是弱女子,0
林涼了,0
這個是小學生的設計吧 不要給自己人標到自肥 又亂七八糟做捏,0
 @路 平 幫你 截圖到沈慧虹那，不用感謝我。,0
👉 嗶哩嗶哩 👈連他都不推介 真的非常可惜 👉郭小霖 👈80 年代的創作才子 香港最早唱 R & B 曲風、唱法跟現代最接近的大神 👉從不知 👈👉愛情蝙蝠俠 👈,0
東方紅，太陽升，台灣出了個蔡英文。她為人民謀幸福（呼兒嗨喲）她是人民的大救星。 蔡主席，愛人民，她是我們的帶路人。為了建設新台灣（呼兒嗨喲）領導我們向前進。 民進黨，像太陽，照到哪裡哪裡亮。哪裡有了民進黨（呼兒嗨喲）哪裡人民得解放,1
乾爹很多不怕~,0
憑什麼，現在是獨裁制國麼？,0
讀搞機政府沒公義，小立委不為人民服務反而虎假虎威，扯！,0
虹安越打越旺!新竹市是高學歷及外來人口很多，都是自己有判斷力的，不可能他們說什麼都會接受的！,0
" @游丸子  花29位小編""包裝""出來的人",0
學位是一回事，新竹棒球場12億的民脂民膏就蓋成那模樣？古語有云：見微以知萌，見端以知末，所以焦距應該鎖定在林志堅（任內所有工程）？他可以摔鍋，但是公道何在？新竹鄉親應該支持高虹安上去好好徹查！,0
柯P不舔,1
選簡的人會不會覺得丟臉…？,0
本來林智堅是贏定的 結果被髒水潑下台 其實你們自己想想 選一個把新竹搞好的人比較重要 還是選一個學歷沒污點的人比較重要 只能說藍白合為了勝選 不擇手段 台積電能拿到土地蓋2奈米是誰給他搞的? 民眾黨? 還是國民黨?,0
被罵的人就最應該是當選的人,0
"高的恩師是辛辛那提教授也是中共千人計畫網羅對象,至於有沒被收編見仁見智,只是好奇,柯文哲頂著罵名也要推高帶職參選原因?",0
怎麼越修法越輕判？,0
所以誰是哪裡後裔也可以吵？ 一個打簡體字跟台灣我看不出來沒半點關係，還有一個就莫名其妙開始提日本的智障。 不過老實說日本人後裔比中國人後裔還光榮。 至少人家日本有恩必報😉,0
 @Dick Chen  ~喵 那就要看某人滴智商高到哪 可能負五吧 ~喵,1
可憐啊,0
 @路 平  就說不用感謝我厚,0
這個節目挺用朝天大鼻孔說話的女人，太明顯，好可笑,1
我問二個從雙十國中校門走出來的學生，我說如果要你們二個寫作文，一篇在校點滴，一篇讀書樂趣，題目不一樣，你們寫出的文章內容會一樣嗎？錯的字也會一樣嗎？ 他們說當然不會一樣，如果抄襲就會有地方一樣，錯字也一樣一定是作弊（題目不同，老師改正也不會一樣，就會給不及格的分數，或是重寫）！ 原來他們也知道林智堅論文的醜聞！,0
砸錢下去了問題是出在這邊？,0
